row_type,query_keyframe_id,valid_overlap_query,sc_rank1_correct,best_shift,raw_shift_deg,sc_yaw_proxy_deg,gt_heading_deg,absolute_error_deg,cohort,count,mae_deg,median_ae_deg,p90_ae_deg,pearson,spearman,proxy_gate_pass
per_query,242.0,True,True,57.0,342.0,18.0,20.459357314094433,2.459357314094433,,,,,,,,
per_query,243.0,True,True,56.0,336.0,24.0,22.77735692288246,1.2226430771175387,,,,,,,,
per_query,244.0,True,True,56.0,336.0,24.0,24.030610627749553,0.030610627749553032,,,,,,,,
per_query,245.0,True,True,56.0,336.0,24.0,22.05952432539908,1.9404756746009184,,,,,,,,
per_query,246.0,True,True,57.0,342.0,18.0,15.309230937839828,2.6907690621601716,,,,,,,,
per_query,247.0,True,True,59.0,354.0,6.0,8.104032473600029,2.1040324736000287,,,,,,,,
per_query,248.0,True,True,59.0,354.0,6.0,3.743485242746914,2.256514757253086,,,,,,,,
per_query,249.0,True,True,0.0,0.0,0.0,2.746510059760169,2.746510059760169,,,,,,,,
per_query,250.0,True,True,0.0,0.0,0.0,0.9574911063320997,0.9574911063320997,,,,,,,,
per_query,251.0,True,True,0.0,0.0,0.0,0.4513661219842504,0.4513661219842504,,,,,,,,
per_query,252.0,True,True,0.0,0.0,0.0,0.3411160439579817,0.3411160439579817,,,,,,,,
per_query,253.0,True,True,59.0,354.0,6.0,1.9495282460085264,4.050471753991474,,,,,,,,
per_query,254.0,True,True,0.0,0.0,0.0,4.238957353232109,4.238957353232109,,,,,,,,
per_query,255.0,True,True,59.0,354.0,6.0,3.685298028230733,2.314701971769267,,,,,,,,
per_query,256.0,True,True,59.0,354.0,6.0,3.6209837374253766,2.3790162625746234,,,,,,,,
per_query,257.0,True,True,59.0,354.0,6.0,6.916989104109035,0.9169891041090352,,,,,,,,
per_query,258.0,True,True,59.0,354.0,6.0,6.978851478252409,0.9788514782524089,,,,,,,,
per_query,259.0,True,True,59.0,354.0,6.0,6.378342708178252,0.378342708178252,,,,,,,,
per_query,260.0,True,True,0.0,0.0,0.0,1.0481291513925726,1.0481291513925726,,,,,,,,
per_query,261.0,True,True,0.0,0.0,0.0,2.842490551776308,2.842490551776308,,,,,,,,
per_query,262.0,True,True,59.0,354.0,6.0,3.0936925053643165,2.9063074946356835,,,,,,,,
